affID	sortedName	awardYear	fieldID	fieldName	minPaperYear	maxPaperYear
126520041	fei sun	2011	71924100	medicine	2003	2017
126520041	tian zhigang	2001	71924100	medicine	1994	2017
139660479	luo xianghang	2011	71924100	medicine	2001	2017
151075929	jiang jianxin	2003	71924100	medicine	1995	2017
151075929	liangming liu	2006	71924100	medicine	2000	2018
157773358	chen hao	2002	71924100	medicine	1995	2017
157773358	chen wen	2009	71924100	medicine	1999	2018
157773358	dan xie	2012	71924100	medicine	1995	2018
157773358	gu jieruo	2003	71924100	medicine	1986	2018
157773358	he mingguang	2011	71924100	medicine	1999	2018
157773358	jingxuan pan	2010	71924100	medicine	2001	2018
157773358	wu zhongkai	2005	71924100	medicine	2000	2017
177933477	an huazhang	2008	71924100	medicine	2002	2017
177933477	cao guangwen	2010	71924100	medicine	1995	2017
177933477	qian qijun	2009	71924100	medicine	1997	2018
177933477	sun yinghao	2002	71924100	medicine	1996	2018
177933477	weiping zhang	2010	71924100	medicine	1995	2017
183067930	he xianghuo	2011	71924100	medicine	2002	2018
183067930	huang qian	2003	71924100	medicine	1992	2017
183067930	lin yi	2011	71924100	medicine	2000	2017
183067930	nan shen	2010	71924100	medicine	1997	2018
183067930	shankai yin	2009	71924100	medicine	2001	2017
191208505	ningshao xia	2009	71924100	medicine	2000	2018
194450716	chen qijun	2006	71924100	medicine	1998	2017
19820366	bao lan	2003	71924100	medicine	1995	2017
19820366	chen xinwen	2003	71924100	medicine	1997	2017
19820366	dehua wang	2006	71924100	medicine	1991	2018
19820366	dong xie	2007	71924100	medicine	2001	2018
19820366	gao guangxia	2002	71924100	medicine	1993	2018
19820366	haibin wang	2008	71924100	medicine	2003	2018
19820366	hongmei wang	2012	71924100	medicine	1994	2018
19820366	hu zhihong	2000	71924100	medicine	1993	2018
19820366	hualin wang	2011	71924100	medicine	1993	2018
19820366	hui lijian	2012	71924100	medicine	1999	2018
19820366	jiang taijiao	2011	71924100	medicine	2005	2017
19820366	jiawei zhou	2005	71924100	medicine	1994	2017
19820366	jiuhong kang	2006	71924100	medicine	1999	2010
19820366	lei xiao	2010	71924100	medicine	2000	2017
19820366	qi zhou	2005	71924100	medicine	1997	2018
19820366	qiwei zhai	2008	71924100	medicine	1999	2018
19820366	shu yousheng	2010	71924100	medicine	1999	2015
19820366	wang yanling	2010	71924100	medicine	1999	2018
19820366	wang zuoren	2006	71924100	medicine	2000	2017
19820366	xiang yu	2011	71924100	medicine	1989	2018
19820366	xiong zhiqi	2009	71924100	medicine	1994	2018
19820366	yin zhan	2009	71924100	medicine	1990	2018
20231570	baoguo jiang	2006	71924100	medicine	1994	2018
20231570	fan wang	2011	71924100	medicine	2000	2018
20231570	jie shi	2012	71924100	medicine	2002	2017
20231570	kong wei	2012	71924100	medicine	2006	2018
20231570	li tiejun	2006	71924100	medicine	1997	2017
20231570	li yi	2001	71924100	medicine	1981	2017
20231570	minghui zhao	2007	71924100	medicine	1989	2018
24943067	huang zhili	2006	71924100	medicine	1999	2017
24943067	wu zhiying	2011	71924100	medicine	2004	2018
24943067	yuan zhenghong	2004	71924100	medicine	1999	2018
37461747	bian zhuan	2006	71924100	medicine	2000	2017
37461747	deyin guo	2009	71924100	medicine	1998	2018
37461747	xiaolian zhang	2010	71924100	medicine	2000	2017
47720641	ding ma	2000	71924100	medicine	1994	2018
47720641	jianfeng zhou	2010	71924100	medicine	1994	2018
47720641	jun wu	2012	71924100	medicine	1993	2017
52158045	cui sheng	2003	71924100	medicine	1998	2017
52158045	hanchun yang	2008	71924100	medicine	2003	2017
58200834	che xiaoyan	2007	71924100	medicine	2001	2018
58200834	jing nie	2012	71924100	medicine	2004	2017
76130692	tianhua zhou	2011	71924100	medicine	1997	2017
76569877	zhang zhijun	2008	71924100	medicine	2000	2018
83519826	gang hu	2006	71924100	medicine	1994	2017
83519826	jiahao sha	2004	71924100	medicine	1998	2018
87445476	yuan zuyi	2010	71924100	medicine	2002	2018
881766915	kong lingdong	2010	71924100	medicine	1997	2017
99065089	li shao	2012	71924100	medicine	1991	2018
9916479	han hua	2004	71924100	medicine	1991	2018
9916479	huang xi	2003	71924100	medicine	1995	2009
9916479	ling tao	2012	71924100	medicine	2000	2017
