affID	sortedName	awardYear	fieldID	fieldName	minPaperYear	maxPaperYear
116953780	jian xu	2006	127413603	engineering	2000	2018
116953780	xiaoning zhang	2011	127413603	engineering	2001	2017
149594827	yang yintang	2007	127413603	engineering	1999	2018
153473198	cui xiang	2003	127413603	engineering	1992	2018
162868743	denghua zhong	2005	127413603	engineering	1999	2018
162868743	he zhen	2012	127413603	engineering	2000	2018
163340411	ju ping	2007	127413603	engineering	1995	2018
16609230	guilin wen	2012	127413603	engineering	2005	2018
16609230	he yigang	2009	127413603	engineering	1998	2016
170215575	zhaowen zhuang	2000	127413603	engineering	1994	2018
183067930	li shaoyuan	2008	127413603	engineering	1999	2018
194450716	chen hong	2007	127413603	engineering	1991	2018
196699116	hua lin	2007	127413603	engineering	2000	2018
19820366	fei xu	2003	127413603	engineering	1991	2018
19820366	hong yiguang	2004	127413603	engineering	1996	2018
19820366	jin zhi	2006	127413603	engineering	1995	2018
19820366	jinhu lu	2010	127413603	engineering	2001	2018
19820366	min tan	2007	127413603	engineering	1992	2018
20231570	chen peng	2012	127413603	engineering	1991	2017
20231570	xing zhang	2009	127413603	engineering	1989	2018
76130692	xudong ye	2005	127413603	engineering	1998	2015
87445476	chen xuefeng	2012	127413603	engineering	2004	2018
90610280	cong wang	2012	127413603	engineering	2001	2018
90610280	sun zhendong	2009	127413603	engineering	1996	2017
90610280	xianmin zhang	2008	127413603	engineering	2003	2018
9842412	wang zaihua	2008	127413603	engineering	1999	2017
99065089	dong xiang	2004	127413603	engineering	1994	2018
99065089	zhao zhengming	2001	127413603	engineering	1993	2017
